,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
1299,69,Latanoprost,0,Is there a generic for latanoprost?,[],,,,,
1300,69,Latanoprost,1,How much is generic latanoprost?,['Is there a generic for latanoprost?'],,,,,
1301,69,Latanoprost,2,"Which is better for glaucoma, timolol or latanoprost?","['Is there a generic for latanoprost?', 'How much is generic latanoprost?']",,,,,
1302,69,Latanoprost,3,What is the best eye drop to use for glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?']",,,,,
1303,69,Latanoprost,4,How close are we to a cure for glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?']",,,,,
1304,69,Latanoprost,5,Can you drive with glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'How close are we to a cure for glaucoma?']",,,,,
1305,69,Latanoprost,6,Is glaucoma hereditary?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'How close are we to a cure for glaucoma?', 'Can you drive with glaucoma?']",,,,,
1306,69,Latanoprost,7,Do I get a free eye test if my dad has glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'How close are we to a cure for glaucoma?', 'Can you drive with glaucoma?', 'Is glaucoma hereditary?']",,,,,
1307,69,Latanoprost,8,How much does a glaucoma test cost without insurance?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'How close are we to a cure for glaucoma?', 'Can you drive with glaucoma?', 'Is glaucoma hereditary?', 'Do I get a free eye test if my dad has glaucoma?']",,,,,
1308,69,Latanoprost,9,Does Walmart test for glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'How close are we to a cure for glaucoma?', 'Can you drive with glaucoma?', 'Is glaucoma hereditary?', 'Do I get a free eye test if my dad has glaucoma?', 'How much does a glaucoma test cost without insurance?']",,,,,
1309,70,Doxycycline,0,Can you drink alcohol while taking doxycycline?,[],,,,,
1310,70,Doxycycline,1,Why can't you eat eggs with doxycycline?,['Can you drink alcohol while taking doxycycline?'],,,,,
1311,70,Doxycycline,2,How long to take doxycycline for rosacea?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?""]",,,,,
1312,70,Doxycycline,3,What is rosacea caused by?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?']",,,,,
1313,70,Doxycycline,4,What is the biggest trigger of rosacea?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?', 'What is rosacea caused by?']",,,,,
1314,70,Doxycycline,5,What serious illness is rosacea linked to?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?', 'What is rosacea caused by?', 'What is the biggest trigger of rosacea?']",,,,,
1315,70,Doxycycline,6,Is rosacea a gut problem?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?', 'What is rosacea caused by?', 'What is the biggest trigger of rosacea?', 'What serious illness is rosacea linked to?']",,,,,
1316,70,Doxycycline,7,What not to use on rosacea?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?', 'What is rosacea caused by?', 'What is the biggest trigger of rosacea?', 'What serious illness is rosacea linked to?', 'Is rosacea a gut problem?']",,,,,
1317,70,Doxycycline,8,What is the best facial cleanser for rosacea?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?', 'What is rosacea caused by?', 'What is the biggest trigger of rosacea?', 'What serious illness is rosacea linked to?', 'Is rosacea a gut problem?', 'What not to use on rosacea?']",,,,,
1318,70,Doxycycline,9,What do dermatologists recommend for rosacea?,"['Can you drink alcohol while taking doxycycline?', ""Why can't you eat eggs with doxycycline?"", 'How long to take doxycycline for rosacea?', 'What is rosacea caused by?', 'What is the biggest trigger of rosacea?', 'What serious illness is rosacea linked to?', 'Is rosacea a gut problem?', 'What not to use on rosacea?', 'What is the best facial cleanser for rosacea?']",,,,,
1319,70,Doxycycline,0,Is doxycycline good for staph infection?,[],,,,,
1320,70,Doxycycline,1,How quickly does doxycycline work for staph?,['Is doxycycline good for staph infection?'],,,,,
1321,70,Doxycycline,2,What causes staph infection?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?']",,,,,
1322,70,Doxycycline,3,How did I catch staph infection?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?']",,,,,
1323,70,Doxycycline,4,How long can staph live on bedding?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?', 'How did I catch staph infection?']",,,,,
1324,70,Doxycycline,5,What laundry detergent kills staph?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?', 'How did I catch staph infection?', 'How long can staph live on bedding?']",,,,,
1325,70,Doxycycline,6,What temperature kills bacteria in a washing machine?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?', 'How did I catch staph infection?', 'How long can staph live on bedding?', 'What laundry detergent kills staph?']",,,,,
1326,70,Doxycycline,7,When are you not supposed to wash clothes?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?', 'How did I catch staph infection?', 'How long can staph live on bedding?', 'What laundry detergent kills staph?', 'What temperature kills bacteria in a washing machine?']",,,,,
1327,70,Doxycycline,8,What is the superstition about January 6?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?', 'How did I catch staph infection?', 'How long can staph live on bedding?', 'What laundry detergent kills staph?', 'What temperature kills bacteria in a washing machine?', 'When are you not supposed to wash clothes?']",,,,,
1328,70,Doxycycline,9,What does January 6 mean in the Bible Revelation?,"['Is doxycycline good for staph infection?', 'How quickly does doxycycline work for staph?', 'What causes staph infection?', 'How did I catch staph infection?', 'How long can staph live on bedding?', 'What laundry detergent kills staph?', 'What temperature kills bacteria in a washing machine?', 'When are you not supposed to wash clothes?', 'What is the superstition about January 6?']",,,,,
1329,71,Lisdexamfetamine,0,What does the drug lisdexamfetamine do?,[],,,,,
1330,71,Lisdexamfetamine,1,Can Vyvanse cause acne?,['What does the drug lisdexamfetamine do?'],,,,,
1331,71,Lisdexamfetamine,2,Does Vyvanse mess up hormones?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?']",,,,,
1332,71,Lisdexamfetamine,3,Does Vyvanse deplete magnesium?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?']",,,,,
1333,71,Lisdexamfetamine,4,Why do people with ADHD have low magnesium?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?', 'Does Vyvanse deplete magnesium?']",,,,,
1334,71,Lisdexamfetamine,5,Can I take vitamin D with ADHD meds?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?', 'Does Vyvanse deplete magnesium?', 'Why do people with ADHD have low magnesium?']",,,,,
1335,71,Lisdexamfetamine,6,What is a good breakfast for ADHD?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?', 'Does Vyvanse deplete magnesium?', 'Why do people with ADHD have low magnesium?', 'Can I take vitamin D with ADHD meds?']",,,,,
1336,71,Lisdexamfetamine,7,Is peanut butter good for ADHD?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?', 'Does Vyvanse deplete magnesium?', 'Why do people with ADHD have low magnesium?', 'Can I take vitamin D with ADHD meds?', 'What is a good breakfast for ADHD?']",,,,,
1337,71,Lisdexamfetamine,8,What are dopamine snacks for ADHD?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?', 'Does Vyvanse deplete magnesium?', 'Why do people with ADHD have low magnesium?', 'Can I take vitamin D with ADHD meds?', 'What is a good breakfast for ADHD?', 'Is peanut butter good for ADHD?']",,,,,
1338,71,Lisdexamfetamine,9,What is body doubling ADHD?,"['What does the drug lisdexamfetamine do?', 'Can Vyvanse cause acne?', 'Does Vyvanse mess up hormones?', 'Does Vyvanse deplete magnesium?', 'Why do people with ADHD have low magnesium?', 'Can I take vitamin D with ADHD meds?', 'What is a good breakfast for ADHD?', 'Is peanut butter good for ADHD?', 'What are dopamine snacks for ADHD?']",,,,,
1339,71,Lisdexamfetamine,0,Can lisdexamfetamine cause diarrhea?,[],,,,,
1340,71,Lisdexamfetamine,1,What foods should you avoid while taking Vyvanse?,['Can lisdexamfetamine cause diarrhea?'],,,,,
1341,71,Lisdexamfetamine,2,What is the best breakfast for ADHD adults?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?']",,,,,
1342,71,Lisdexamfetamine,3,Do people with ADHD need frequent breaks?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?']",,,,,
1343,71,Lisdexamfetamine,4,What conditions often coexist with ADHD?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?', 'Do people with ADHD need frequent breaks?']",,,,,
1344,71,Lisdexamfetamine,5,What are the annoying behaviors of ADHD?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?', 'Do people with ADHD need frequent breaks?', 'What conditions often coexist with ADHD?']",,,,,
1345,71,Lisdexamfetamine,6,What sounds do people with ADHD hate?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?', 'Do people with ADHD need frequent breaks?', 'What conditions often coexist with ADHD?', 'What are the annoying behaviors of ADHD?']",,,,,
1346,71,Lisdexamfetamine,7,Why do people with ADHD sit strangely?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?', 'Do people with ADHD need frequent breaks?', 'What conditions often coexist with ADHD?', 'What are the annoying behaviors of ADHD?', 'What sounds do people with ADHD hate?']",,,,,
1347,71,Lisdexamfetamine,8,What are the sad facts about ADHD?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?', 'Do people with ADHD need frequent breaks?', 'What conditions often coexist with ADHD?', 'What are the annoying behaviors of ADHD?', 'What sounds do people with ADHD hate?', 'Why do people with ADHD sit strangely?']",,,,,
1348,71,Lisdexamfetamine,9,What mental health issues do people with ADHD have?,"['Can lisdexamfetamine cause diarrhea?', 'What foods should you avoid while taking Vyvanse?', 'What is the best breakfast for ADHD adults?', 'Do people with ADHD need frequent breaks?', 'What conditions often coexist with ADHD?', 'What are the annoying behaviors of ADHD?', 'What sounds do people with ADHD hate?', 'Why do people with ADHD sit strangely?', 'What are the sad facts about ADHD?']",,,,,
1349,72,Insulin Lispro,0,Are Novolog and Lispro the same?,[],,,,,
